name ra  dec
S3127 137.01762 20.19747 6.3
S3128 136.43674 18.67708 13.7
S3129 137.83151 19.33108 44.0
S3130 139.6118 20.00827 20.4
S3131 135.68321 21.7455 14.0
S3132 134.1201 20.18333 20.7
S3133 133.20506 22.40611 7.6
S3134 81.06264 62.94799 5.9
S3135 82.26856 62.1665 9.2
S3136 10.72744 0.29929 15.5
S3137 11.20867 0.4822 10.2
S3138 10.67486 0.16742 24.5
S3139 119.75937 15.12394 29.4
S3140 120.99195 12.26459 22.1
S3141 120.62883 13.58921 43.5
S3142 119.03508 12.0859 34.0
S3143 332.16098 20.28485 34.7
S3144 332.05734 22.26711 28.4
S3145 332.5563 21.40434 40.1
S3146 341.84195 22.34927 8.8
S3147 340.42737 24.07689 15.3
S3148 339.79294 22.27741 16.2
S3149 341.7551 22.24363 16.4
S3150 340.24252 23.21723 11.9
S3151 339.81137 23.71478 16.3
S3152 23.98796 -10.54355 30.2
S3153 305.7645 14.69641 23.1
S3154 245.30762 21.71049 28.1
S3155 247.11461 13.50935 16.2
S3156 247.26498 14.43623 12.0
S3157 246.65083 14.69618 36.1
S3158 247.71185 20.53971 25.8
S3159 308.29748 15.48948 12.1
S3160 244.45593 21.33593 26.1
S3161 244.17555 21.57531 29.5
S3162 311.30734 16.1085 16.0
S3163 309.2204 13.5375 9.6
S3164 308.57129 13.53392 6.4
S3165 308.87228 13.48094 12.1
S3166 312.4819 14.86462 7.3
S3167 312.48874 14.747 4.3
S3168 310.19257 15.80474 12.1
S3169 309.27493 13.38497 6.2
S3170 312.50644 16.38415 9.1
S3171 313.63638 15.54356 20.0
S3172 246.38521 20.3825 11.4
S3173 312.55865 15.32107 16.7
S3174 245.56235 13.9891 33.1
S3175 311.4559 16.05053 8.7
S3176 247.0537 19.9884 15.9
S3177 312.11826 15.96213 13.5
S3178 245.47195 20.45514 24.5
S3179 311.52988 16.14437 11.6
S3180 311.13061 15.65253 7.1
S3181 311.3139 15.69461 14.3
S3182 245.97609 15.25365 9.3
S3183 311.48459 15.81919 10.3
S3184 243.97508 22.08484 28.6
S3185 247.22044 20.31644 19.7
S3186 312.61645 15.73931 6.3
S3187 247.79475 19.88632 8.7
S3188 246.68858 13.48604 13.8
S3189 313.50442 16.32026 8.0
S3190 311.32346 15.51561 17.1
S3191 312.10272 15.74231 5.2
S3192 247.16663 14.75866 15.1
S3193 249.71242 35.85251 6.3
S3194 310.7839 15.43456 25.4
S3195 250.19394 36.28124 7.9
S3196 250.70196 36.14104 13.9
S3197 250.66833 35.78592 19.6
S3198 250.29565 35.82999 4.4
S3199 249.98901 35.18492 25.4
S3200 250.3587 36.61451 7.3
S3201 312.27573 15.32412 33.5
S3202 250.33392 36.61451 7.3
S3203 249.24327 35.82906 14.8
S3204 250.17673 36.54275 8.0
S3205 250.27087 35.82999 4.4
S3206 250.13303 35.34929 7.7
S3207 250.29611 34.94335 8.4
S3208 250.27303 36.83712 7.9
S3209 250.04408 37.07292 15.7
S3210 249.09347 37.40027 8.0
S3211 250.15781 35.34929 7.7
S3212 250.36954 37.41979 20.2
S3213 247.49878 16.06571 6.0
S3214 248.14346 15.95977 16.6
S3215 248.03133 16.43839 16.6
S3216 305.79517 13.0492 16.1
S3217 306.10358 13.23616 8.4
S3218 305.16397 14.10618 5.9
S3219 247.50584 16.30987 15.3
S3220 306.17541 14.25063 9.3
S3221 305.81979 14.17421 4.7
S3222 248.87401 15.88614 13.5
S3223 248.71419 15.79438 7.1
S3224 305.83725 14.16006 7.9
S3225 307.01019 14.29654 7.1
S3226 307.72177 13.04355 8.9
S3227 306.01269 13.8765 6.3
S3228 306.8407 12.66186 5.6
S3229 307.07968 12.70445 11.4
S3230 306.52014 13.18518 6.4
S3231 333.48752 20.67084 10.6
S3232 333.15848 22.06498 24.5
S3233 331.36102 21.43126 16.8
S3234 310.78458 -5.87153 24.1
S3235 333.02313 20.58169 22.1
S3236 332.449 21.52364 6.9
S3237 333.55658 20.61271 11.8
S3238 332.70331 22.06263 9.2
S3239 332.02908 21.77706 10.7
S3240 311.86548 -5.33718 28.5
S3241 332.15247 21.16142 7.5
S3242 331.45138 21.55638 15.4
S3243 333.39453 21.32626 7.3
S3244 333.41797 21.25894 13.9
S3245 237.35779 22.19908 14.0
S3246 312.9183 75.46257 7.1
S3247 307.96976 75.59801 15.2
S3248 314.89255 75.38605 5.5
S3249 316.67456 76.50309 5.5
S3250 308.88263 76.72536 10.1
S3251 317.00488 76.49796 4.5
S3252 267.4415 25.19813 9.1
S3253 267.56732 24.90292 7.8
S3254 266.42776 25.64438 9.3
S3255 267.17676 24.37184 8.5
S3256 267.4837 24.66364 7.6
S3257 265.5321 26.12825 11.0
S3258 267.21258 24.75418 5.2
S3259 265.39053 25.83536 12.8
S3260 267.6629 26.09014 8.6
S3261 265.16797 25.03748 14.3
S3262 267.54123 24.68158 17.5
S3263 267.34912 24.88477 14.9
S3264 266.46078 26.60666 9.4
S3265 265.19763 25.41216 12.1
S3266 266.35284 25.01482 8.0
S3267 266.11536 25.31931 4.8
S3268 265.98526 25.41117 19.5
S3269 267.66757 25.13278 8.3
S3270 267.13159 25.41198 22.2
S3271 265.99707 26.24009 18.2
S3272 267.5964 24.69628 17.1
S3273 267.43127 24.96608 10.5
S3274 266.72647 25.83616 14.1
S3275 267.26791 26.50011 5.8
S3276 267.41919 25.56169 13.7
S3277 266.68607 26.16007 11.8
S3278 267.79861 25.25239 10.4
S3279 266.76178 26.30701 8.7
S3280 266.6767 26.1134 14.6
S3281 267.57159 25.48772 5.2
S3282 250.58217 12.80673 8.3
S3283 250.4519 13.53383 8.2
S3284 272.58581 23.07043 11.0
S3285 270.64221 23.32842 4.5
S3286 270.7738 23.04102 12.5
S3287 270.72272 23.49266 5.5
S3288 271.56097 24.00876 7.0
S3289 270.34534 24.4898 7.8
S3290 270.42178 24.38568 11.4
S3291 271.42779 23.07165 13.3
S3292 272.59582 23.60984 5.3
S3293 272.86755 22.99417 10.5
S3294 241.81136 22.14996 23.7
S3295 272.17374 23.96617 8.0
S3296 271.98831 22.75248 12.6
S3297 272.21774 24.08657 19.3
S3298 272.13641 22.73969 9.4
S3299 216.86085 6.76722 15.8
S3300 255.68419 40.35083 5.7
S3301 253.89363 40.51754 11.7
S3302 253.87382 39.72946 7.3
S3303 253.67595 40.59182 5.1
S3304 254.57443 39.35855 15.6
S3305 239.37772 23.55342 18.9
S3306 254.43275 39.21622 9.1
S3307 254.78834 39.17127 10.1
S3308 254.77507 39.11948 6.7
S3309 253.65987 39.22389 17.8
S3310 240.66748 23.91195 8.4
S3311 253.76178 39.12356 20.7
S3312 256.56076 39.01514 10.1
S3313 238.82106 23.50004 12.6
S3314 255.45424 40.77654 13.3
S3315 256.52743 39.79574 17.6
S3316 256.35525 40.03792 8.9
S3317 256.30344 38.71242 7.5
S3318 250.04745 36.58869 12.5
S3319 250.5609 36.4627 7.5
S3320 251.0275 36.159 9.7
S3321 250.39777 36.60462 7.5
S3322 250.5847 36.45095 7.8
S3323 185.81515 34.44345 14.3
S3324 184.00027 33.14896 8.6
S3325 186.05244 34.1297 10.1
S3326 208.52452 32.03158 33.5
S3327 185.10393 33.57615 21.4
S3328 183.31406 34.74178 10.9
S3329 185.07024 34.66357 41.0
S3330 246.40178 7.89073 14.1
S3331 245.18018 6.98543 9.0
S3332 245.08069 7.09739 32.5
S3333 244.76276 6.71482 31.0
S3334 245.96197 7.96928 25.0
S3335 244.64893 7.58706 8.3
S3336 167.34447 36.50451 17.7
S3337 242.3618 7.55619 10.9
S3338 242.31526 6.85999 21.1
S3339 241.97063 7.49355 12.6
S3340 194.97382 15.87438 8.5
S3341 195.05601 14.9679 40.7
S3342 194.49847 14.25363 24.4
S3343 242.41235 8.40339 26.0
S3344 243.07576 7.42256 26.4
S3345 181.92323 35.53003 37.3
S3346 240.74203 30.15665 24.5
S3347 240.83031 30.08705 12.5
S3348 240.21266 29.35016 13.0
S3349 241.66428 28.87619 20.5
S3350 241.12237 29.88985 43.5
S3351 242.80299 28.87221 24.2
S3352 188.69778 37.30398 22.6
S3353 175.47104 36.49 10.8
S3354 175.82454 36.32842 19.8
S3355 161.02241 10.57219 34.1
S3356 212.80605 6.67044 12.8
S3357 160.21291 9.20537 28.7
S3358 160.01303 9.85288 10.1
S3359 160.77092 8.80782 6.7
S3360 217.55293 32.74038 26.1
S3361 217.55981 31.79026 14.0
S3362 176.32376 32.51738 25.8
S3363 219.02536 32.1166 26.4
S3364 175.23154 33.89949 17.6
S3365 217.7868 32.05712 39.6
S3366 194.3772 33.66643 12.9
S3367 195.45267 32.45127 16.8
S3368 194.45444 34.77529 10.7
S3369 254.54562 24.91369 16.3
S3370 175.99348 31.85662 25.6
S3371 253.98328 25.69084 15.7
S3372 239.00131 29.97254 29.4
S3373 238.55656 30.56362 14.0
S3374 202.56786 29.79373 7.0
S3375 239.34621 30.95265 17.6
S3376 193.24673 11.28336 30.3
S3377 195.01802 12.38178 16.9
S3378 193.49821 12.40698 42.7
S3379 192.8334 12.99672 35.7
S3380 254.81628 27.14492 9.1
S3381 193.77148 13.54899 21.0
S3382 253.44148 25.63109 14.9
S3383 253.79311 26.6168 20.5
S3384 195.19893 11.8508 19.8
S3385 164.76688 30.93734 19.6
S3386 191.03036 11.9379 32.5
S3387 191.03181 12.32161 13.1
S3388 191.54248 11.66512 35.4
S3389 190.92078 12.65041 18.6
S3390 165.1718 30.02719 7.7
S3391 188.98636 31.90191 29.8
S3392 178.81847 34.86103 38.6
S3393 180.15086 33.04139 11.4
S3394 180.12353 33.04457 13.8
S3395 180.12019 33.58965 18.2
S3396 183.60948 13.99539 16.4
S3397 185.08939 15.28003 9.5
S3398 185.75429 15.33606 23.1
S3399 211.69807 35.13236 12.0
S3400 182.07526 15.5553 12.0
S3401 182.4201 15.41994 35.6
S3402 166.7559 35.1232 24.9
S3403 185.71092 38.45626 15.4
S3404 186.36659 38.40539 18.3
S3405 187.7935 37.31902 9.0
S3406 221.79018 45.26416 22.6
S3407 188.48779 37.714 11.5
S3408 218.16045 46.63059 22.3
S3409 219.22052 47.40196 10.7
S3410 247.45773 30.72159 16.6
S3411 120.48741 5.59787 14.5
S3412 120.36853 5.87011 13.6
S3413 248.38066 29.84612 17.8
S3414 180.09016 15.50438 24.8
S3415 120.67452 6.85744 13.5
S3416 246.48704 30.9276 21.2
S3417 161.30357 36.47047 19.2
S3418 162.95538 30.63279 20.0
S3419 163.32083 30.07803 39.4
S3420 246.53125 30.95301 11.0
S3421 163.05479 31.18683 10.4
S3422 247.45872 31.26609 11.3
S3423 216.05643 46.99495 15.2
S3424 254.89152 23.63466 9.2
S3425 218.04962 48.63283 27.0
S3426 255.35258 23.92608 32.3
S3427 257.53119 23.92742 16.2
S3428 214.74098 47.82758 30.7
S3429 175.5285 34.30156 38.0
S3430 175.44008 34.2232 11.7
S3431 165.7849 36.40047 12.1
S3432 164.58986 36.74871 32.4
S3433 256.20462 24.40582 10.2
S3434 255.39111 24.87503 41.6
S3435 255.35756 25.74155 14.5
S3436 178.7662 32.12012 19.2
S3437 113.13473 36.66207 11.7
S3438 255.67934 24.46076 19.0
S3439 113.83633 36.97269 10.1
S3440 112.55239 34.68912 12.4
S3441 112.15352 34.70114 16.6
S3442 255.28433 24.30713 17.7
S3443 111.66389 36.68002 22.4
S3444 187.09306 14.46511 13.1
S3445 164.862 35.34379 20.5
S3446 177.74307 38.50094 45.2
S3447 184.89905 36.72235 28.3
S3448 187.04681 35.35647 8.4
S3449 176.70647 37.94646 6.9
S3450 186.43909 36.78254 18.3
S3451 185.86191 36.68644 8.7
S3452 164.37111 35.04643 12.6
S3453 186.97958 36.66532 29.5
S3454 165.67471 34.92063 17.4
S3455 184.34994 36.01471 20.7
S3456 232.95503 54.6704 22.8
S3457 155.66103 32.19696 21.3
S3458 154.79564 31.47739 25.0
S3459 154.4017 30.22107 25.0
S3460 153.55875 31.97601 10.2
S3461 155.84344 32.13304 37.2
S3462 231.88452 54.46035 20.8
S3463 159.66714 32.33729 27.9
S3464 159.20048 32.40167 5.8
S3465 242.08836 33.83945 16.9
S3466 159.17722 34.56406 12.0
S3467 177.71368 35.3471 16.1
S3468 243.05473 34.04068 21.9
S3469 241.97546 34.85865 21.8
S3470 149.30424 29.06063 26.7
S3471 186.06355 15.79968 15.4
S3472 151.02052 30.15309 32.2
S3473 243.83197 33.76236 6.4
S3474 172.41598 40.78093 14.0
S3475 158.33656 33.12596 29.4
S3476 159.57532 32.16904 14.9
S3477 203.33682 51.1013 17.2
S3478 202.88271 51.20418 23.3
S3479 230.39912 43.28724 21.9
S3480 201.43402 50.22518 32.2
S3481 203.49519 51.52806 11.2
S3482 168.49992 39.3163 13.0
S3483 187.5171 39.62823 12.7
S3484 187.07419 40.60504 12.8
S3485 202.58044 50.28188 6.6
S3486 188.21022 38.99086 12.8
S3487 161.46432 37.13049 13.2
S3488 206.04884 49.41525 19.0
S3489 189.52837 41.04465 21.8
S3490 160.41406 38.51048 19.7
S3491 160.38576 38.27045 27.7
S3492 157.03435 37.58544 6.6
S3493 158.91376 38.08409 16.6
S3494 148.01077 32.55908 9.5
S3495 159.75662 36.73276 17.8
S3496 192.65993 40.19051 11.2
S3497 160.17989 34.78752 9.7
S3498 191.8726 39.46786 16.5
S3499 189.82898 33.007 17.7
S3500 160.77901 33.83751 9.4
S3501 192.82101 40.56641 15.1
S3502 190.73328 41.02158 40.4
S3503 172.41417 32.53868 12.1
S3504 174.3736 30.96197 9.4
S3505 173.04593 30.94387 28.2
S3506 172.91327 31.21335 7.1
S3507 160.87709 32.78803 35.7
S3508 179.17085 14.68827 35.6
S3509 177.70128 14.57248 31.4
S3510 138.40778 26.98309 30.3
S3511 178.77943 14.9151 27.3
S3512 177.66258 15.29224 22.2
S3513 138.34471 25.80084 10.2
S3514 138.12767 26.1669 29.5
S3515 177.02893 14.36705 17.0
S3516 54.45375 -5.77412 25.7
S3517 135.949 25.00929 7.8
S3518 56.10052 -6.73335 10.7
S3519 136.06399 24.46685 6.0
S3520 135.45412 25.30549 9.5
S3521 55.04409 -7.05184 8.5
S3522 136.79623 25.01994 13.8
S3523 179.34219 40.22126 15.0
S3524 180.55963 41.07084 13.6
S3525 180.26128 40.78521 13.0
S3526 142.22046 29.30024 8.5
S3527 148.9944 34.29053 12.7
S3528 150.07951 33.18485 46.3
S3529 148.63455 33.49225 39.5
S3530 21.19997 30.86903 18.6
S3531 137.45189 28.10286 18.8
S3532 137.40044 26.08506 19.0
S3533 20.33256 31.12703 9.3
S3534 142.2589 31.75782 18.0
S3535 178.11616 39.85102 22.8
S3536 142.07603 31.76936 15.8
S3537 176.25893 40.85437 24.4
S3538 176.81732 40.85302 23.4
S3539 176.74268 40.3763 34.3
S3540 144.93938 33.10145 14.1
S3541 46.3978 -0.57116 31.7
S3542 146.37689 27.94901 13.2
S3543 146.57898 28.2484 22.0
S3544 144.43674 28.73094 24.2
S3545 19.27249 24.97694 14.8
S3546 18.9425 25.71114 10.5
S3547 18.39295 26.22705 6.0
S3548 17.78714 24.9743 15.0
S3549 17.76486 25.81243 24.2
S3550 18.67967 25.08081 7.9
S3551 159.92456 30.17158 23.2
S3552 159.38145 31.24157 51.9
S3553 141.75702 26.40675 21.3
S3554 160.50192 30.78736 14.5
S3555 159.59117 31.43023 15.1
S3556 134.63399 26.18923 10.4
S3557 20.46653 37.95996 30.6
S3558 20.25664 39.12082 29.7
S3559 132.43683 23.04341 27.5
S3560 21.41966 37.53589 6.9
S3561 47.53953 -0.70063 21.6
S3562 47.37374 1.14237 4.9
S3563 46.10718 1.12481 15.6
S3564 114.89728 20.68708 18.7
S3565 114.77358 21.64505 6.1
S3566 46.42806 -0.52926 12.6
S3567 46.38585 -0.331 6.4
S3568 51.94938 0.64199 40.4
S3569 177.54848 15.10397 27.5
S3570 130.0867 21.14994 19.2
S3571 126.49059 20.93811 10.5
S3572 123.88454 19.41821 18.3
S3573 124.78093 19.33793 18.8
S3574 153.5871 31.12481 32.9
S3575 152.62602 31.99563 14.6
S3576 133.85718 28.08676 29.5
S3577 134.60205 27.1729 14.5
S3578 122.30395 18.17713 25.0
S3579 20.62193 40.81678 13.5
S3580 54.12867 -0.72173 17.5
S3581 28.73197 0.46217 22.5
S3582 28.63374 0.48238 18.3
S3583 30.42791 -0.60692 24.5
S3584 133.55553 27.21624 22.3
S3585 29.96578 -0.83664 10.3
S3586 128.18591 23.9011 28.4
S3587 24.59675 23.65748 26.9
S3588 25.18614 23.45141 25.6
S3589 23.24328 23.19339 28.8
S3590 23.51358 23.54223 27.1
S3591 24.2799 24.52498 25.5
S3592 33.46764 22.09782 7.1
S3593 23.98832 24.71518 8.0
S3594 31.61711 22.97298 17.5
S3595 31.06943 22.72151 13.2
S3596 10.15588 24.15182 4.8
S3597 11.18224 25.10684 10.6
S3598 10.50559 24.69724 24.5
S3599 9.95726 25.54578 9.9
S3600 31.21318 23.54654 11.1
S3601 344.98935 -9.63939 18.6
S3602 344.49335 -9.02113 8.8
S3603 343.89783 -9.26755 12.4
S3604 5.08315 -9.60061 50.6
S3605 345.11478 -8.54728 9.5
S3606 343.63708 -10.26505 5.1
S3607 120.52758 17.67852 27.2
S3608 119.62935 18.74618 20.4
S3609 117.31912 16.67776 26.5
S3610 25.37781 0.26141 32.6
S3611 25.17009 -0.13977 42.6
S3612 26.7561 0.4274 36.6
S3613 25.75411 -0.67016 30.9
S3614 26.94018 0.85659 29.8
S3615 27.07429 0.96447 30.0
S3616 323.47311 0.24282 14.7
S3617 323.17419 -0.71298 12.1
S3618 323.26205 -1.16093 7.8
S3619 323.48498 -0.83871 12.4
S3620 323.17551 -0.30118 6.6
S3621 323.24557 -0.88951 11.9
S3622 25.58061 0.44572 15.1
S3623 5.32062 -10.26144 22.6
S3624 5.97155 -8.92219 20.2
S3625 27.35507 -0.47134 12.2
S3626 26.03784 -1.18443 23.8
S3627 6.29534 -10.81736 15.5
S3628 6.80418 -9.54958 15.3
S3629 24.77271 -0.553 15.6
S3630 25.24065 0.85902 23.8
S3631 25.88185 -0.64739 18.4
S3632 25.12534 -0.73735 15.6
S3633 26.0478 -0.75657 5.2
S3634 4.92546 -9.29545 7.9
S3635 322.65692 11.87708 12.9
S3636 322.37436 11.29492 11.4
S3637 322.17773 10.1787 11.4
S3638 321.87381 11.29041 22.6
S3639 323.06561 10.483 11.9
S3640 323.51816 10.56272 5.8
S3641 323.72586 11.85693 18.0
S3642 322.07486 10.79136 21.3
S3643 322.36172 11.63075 6.2
S3644 354.62225 0.08356 12.9
S3645 354.71609 0.55938 11.3
S3646 356.07834 -0.44763 10.8
S3647 355.52219 -0.02331 25.6
S3648 355.02261 -0.32192 7.2
S3649 310.42276 -5.62715 8.5
S3650 312.71243 -5.30629 7.2
S3651 312.03766 -5.84851 25.3
S3652 310.54968 -6.12308 11.8
S3653 311.63342 -6.09871 25.3
S3654 312.10065 -7.06644 11.4
S3655 310.56912 -6.29925 16.0
S3656 310.85562 -6.83914 9.7
S3657 311.65277 -4.81475 10.2
S3658 311.70538 -6.71651 12.1
S3659 310.83038 -6.84725 25.4
S3660 310.66403 -6.8362 9.0
S3661 311.92471 -5.97548 18.8
S3662 312.59399 -6.53776 7.4
S3663 312.51642 -6.08444 10.0
S3664 312.0737 -6.4475 12.0
S3665 310.91849 -6.48076 15.3
S3666 312.98886 -6.04811 19.0
S3667 341.01404 -0.99694 12.9
S3668 25.23431 13.6564 28.2
S3669 339.896 0.85734 6.1
S3670 357.93893 40.54091 7.2
S3671 356.86014 38.00757 10.6
S3672 357.2095 38.38461 19.5
S3673 358.01227 37.62847 20.0
S3674 358.96722 38.92289 11.8
S3675 341.74026 0.82979 29.3
S3676 310.94556 -1.1567 31.2
S3677 340.06155 -0.03094 41.7
S3678 312.00125 0.89095 29.3
S3679 309.84436 0.40658 36.0
S3680 357.02148 37.15956 30.9
S3681 359.79761 36.29077 47.5
S3682 26.23302 15.27724 9.5
S3683 255.31229 23.71104 25.6
S3684 256.92783 24.35574 16.9
S3685 256.6626 24.58553 10.7
S3686 256.36349 23.46994 33.5
S3687 27.287 13.75228 12.9
S3688 256.85855 24.52687 14.2
S3689 316.10153 -0.10979 23.8
S3690 317.68323 0.95512 11.7
S3691 316.19128 0.84351 9.8
S3692 316.13296 -0.192 21.6
S3693 316.94467 -0.06519 28.9
S3694 316.11301 0.36069 37.7
S3695 317.56024 0.3306 28.5
S3696 316.72995 0.88981 6.9
S3697 317.29584 -0.49574 14.1
S3698 302.88144 78.57088 31.4
S3699 317.44443 -1.02617 6.2
S3700 316.88318 0.74202 20.1
S3701 317.0835 -1.07039 16.8
S3702 317.14102 -1.02542 12.5
S3703 317.36261 0.47153 7.0
S3704 316.97745 -0.26717 14.5
S3705 316.58533 0.69909 8.1
S3706 317.62439 0.06661 25.1
S3707 316.00705 -1.00609 28.0
S3708 316.77429 0.09447 8.2
S3709 317.26617 -0.4944 5.6
S3710 317.4881 -0.61515 25.4
S3711 312.05661 0.63659 13.2
S3712 310.08017 0.7242 20.0
S3713 246.54266 32.86227 16.2
S3714 312.00638 0.35285 12.2
S3715 311.73346 0.29418 9.8
S3716 246.35268 31.24011 21.0
S3717 246.14944 31.36994 9.2
S3718 311.30121 -0.14469 22.1
S3719 310.72555 -0.07806 8.4
S3720 310.99301 -0.20001 9.5
S3721 310.63068 -0.06788 5.8
S3722 309.98187 -0.14899 9.5
S3723 311.0206 -0.43088 14.5
S3724 244.08971 32.87268 8.2
S3725 353.53036 45.15416 39.1
S3726 310.6766 -0.5677 7.3
S3727 310.22632 0.50462 11.1
S3728 309.87375 -0.44342 11.0
S3729 311.91003 -0.94253 6.2
S3730 310.4953 -0.7944 15.8
S3731 352.48892 50.06189 6.7
S3732 311.54758 0.85657 11.8
S3733 244.91875 33.27579 14.8
S3734 354.97131 49.33674 5.6
S3735 352.77563 47.99953 14.5
S3736 310.04834 0.92304 15.6
S3737 318.75503 10.21925 27.8
S3738 319.65268 9.7251 28.5
S3739 318.18106 11.56255 10.1
S3740 318.96271 11.65725 9.3
S3741 355.48181 46.32961 7.6
S3742 355.62646 47.09816 5.4
S3743 318.34628 10.22232 8.5
S3744 318.93567 10.64193 5.8
S3745 319.35632 10.27233 6.0
S3746 320.00565 10.60457 24.3
S3747 319.14777 11.07989 14.1
S3748 320.36764 10.42583 9.2
S3749 317.82404 10.26443 22.2
S3750 318.19025 9.68126 22.0
S3751 353.80072 45.70571 10.5
S3752 300.15756 76.68735 11.3
S3753 355.84442 44.0605 27.9
S3754 299.68994 78.20982 22.6
S3755 301.59671 77.8494 17.3
S3756 302.22787 77.20784 11.5
S3757 240.97111 8.45846 8.4
S3758 240.73773 8.73731 16.4
S3759 241.4929 8.23467 15.3
S3760 335.01019 0.95187 17.9
S3761 354.76904 42.75311 15.0
S3762 239.93848 7.54285 31.4
S3763 240.19797 8.92871 10.0
S3764 239.89313 9.02245 33.6
S3765 239.44617 8.09114 21.8
S3766 239.09059 8.09946 8.1
S3767 354.80743 43.33 6.5
S3768 239.40208 8.70942 40.1
S3769 247.73675 25.06918 19.9
S3770 288.76993 77.90969 20.6
S3771 286.89023 77.95587 4.4
S3772 287.32153 77.77267 16.9
S3773 284.8298 78.66152 12.2
S3774 313.91043 -0.94568 13.0
S3775 257.05258 21.99179 13.8
S3776 249.1692 24.12782 12.4
S3777 258.76077 22.69556 19.4
S3778 247.99918 25.07745 30.5
S3779 257.3063 22.12338 11.9
S3780 256.49261 21.52014 10.1
S3781 256.79987 21.10014 37.2
S3782 248.3222 22.9606 10.7
S3783 248.26343 24.63859 13.4
S3784 249.32037 21.45041 8.1
S3785 248.94086 22.45221 16.6
S3786 249.23189 22.25906 17.7
S3787 249.88049 23.91342 19.4
S3788 249.2106 21.90858 20.1
S3789 242.44672 36.10172 26.0
S3790 238.09332 5.7986 13.5
S3791 238.8874 5.6484 11.7
S3792 228.37007 38.08731 23.0
S3793 255.34419 19.28615 10.6
S3794 239.10138 4.63857 16.5
S3795 255.62921 19.02402 18.5
S3796 239.50716 37.96447 31.1
S3797 240.19896 5.38005 14.2
S3798 254.5453 18.54009 9.9
S3799 254.16338 17.93372 13.9
S3800 255.5793 19.08978 24.1
S3801 240.19614 37.43272 6.7
S3802 236.80109 37.95853 32.9
S3803 227.82979 38.17482 26.7
S3804 239.92967 5.15237 7.6
S3805 255.02264 19.05455 13.7
S3806 239.27154 5.38148 9.1
S3807 226.88094 37.94206 6.5
S3808 193.03313 13.83819 41.2
S3809 234.60907 40.09447 7.8
S3810 234.5649 40.11016 10.4
S3811 192.35605 14.27121 39.5
S3812 235.8857 38.67169 10.5
S3813 236.09341 39.29392 6.3
S3814 253.42432 20.43371 34.1
S3815 253.53566 20.27818 12.1
S3816 254.08177 20.79064 11.7
S3817 253.8569 18.99341 12.1
S3818 252.6442 18.97472 9.8
S3819 250.97502 20.19091 18.7
S3820 252.88615 20.03591 20.9
S3821 251.15453 19.69068 9.9
S3822 252.27634 20.34307 9.8
S3823 252.37247 21.21504 8.2
S3824 249.3833 24.66485 17.1
S3825 250.63679 21.11345 15.1
S3826 237.0285 32.56675 11.3
S3827 234.89938 32.35827 23.7
S3828 236.9615 33.26103 28.5
S3829 232.94981 41.28157 17.1
S3830 232.4929 41.27898 24.4
S3831 245.95071 30.20915 26.6
S3832 234.92638 32.85958 31.7
S3833 250.66374 20.78194 9.1
S3834 247.24127 29.22843 32.6
S3835 232.26628 41.94022 12.1
S3836 236.78641 33.33898 38.2
S3837 227.84001 44.32322 7.1
S3838 202.46568 11.14042 39.6
S3839 226.2279 43.27132 13.7
S3840 224.76648 45.57283 14.1
S3841 223.10554 44.62308 17.0
S3842 224.60687 45.41737 29.5
S3843 225.1188 43.93422 13.8
S3844 223.88861 39.05411 14.8
S3845 226.54613 40.42651 12.4
S3846 225.23283 40.36168 29.7
S3847 225.68986 41.11299 11.1
S3848 237.86743 31.46698 17.9
S3849 234.95663 35.99369 11.3
S3850 234.00034 35.14499 7.6
S3851 232.9236 34.75346 19.3
S3852 238.25063 29.49448 9.2
S3853 199.00122 11.91428 19.3
S3854 238.17145 28.86875 9.2
S3855 237.51831 34.98975 44.9
S3856 237.38461 34.80508 17.2
S3857 175.33595 11.21384 29.8
S3858 237.72527 8.36322 11.0
S3859 237.99403 9.04388 18.0
S3860 237.58882 8.82681 8.7
S3861 238.47374 8.09205 13.5
S3862 238.81718 8.98356 6.6
S3863 236.29784 30.71565 26.6
S3864 235.15524 29.77607 11.5
S3865 234.71478 31.68913 9.8
S3866 250.30241 24.02808 20.6
S3867 252.69836 24.32972 35.0
S3868 251.53841 24.45727 22.8
S3869 225.98442 34.1124 18.8
S3870 179.57667 41.27477 22.3
S3871 183.0929 42.41722 34.8
S3872 222.26475 41.86375 22.7
S3873 223.90666 41.35626 45.5
S3874 222.23709 41.47176 7.5
S3875 182.94253 48.4647 16.1
S3876 172.35039 6.96522 30.0
S3877 228.45747 33.9637 17.5
S3878 211.81222 44.67389 12.1
S3879 190.57257 42.14651 17.4
S3880 192.85217 43.42892 11.4
S3881 191.68237 42.22494 41.2
S3882 220.03847 37.5021 13.4
S3883 186.10748 41.85514 13.5
S3884 170.2664 7.9906 37.3
S3885 200.3938 14.66565 20.8
S3886 185.68043 42.96873 22.9
S3887 218.71825 43.22945 26.5
S3888 199.67361 14.30898 10.5
S3889 188.2419 42.31174 13.4
S3890 185.37605 42.49609 11.2
S3891 218.59207 42.9435 7.6
S3892 218.18858 42.98358 25.7
S3893 204.32303 40.17348 10.8
S3894 204.88174 41.46975 10.2
S3895 203.57776 39.95544 17.7
S3896 196.40803 15.10918 39.3
S3897 181.84222 44.87265 15.2
S3898 196.58334 15.92801 21.0
S3899 181.95088 7.72075 38.5
