name, ra,  dec,
S3407 , 172.6592 , 20.4365 ,
S3408 , 172.8035 , 19.8833 ,
S3409 , 165.4914 , 65.105 ,
S3410 , 164.588 , 65.6273 ,
S3411 , 163.0305 , 65.9679 ,
S3412 , 166.1329 , 67.6208 ,
S3413 , 166.6777 , 67.1347 ,
S3414 , 165.7059 , 66.5479 ,
S3415 , 165.4123 , 66.3996 ,
S3416 , 185.2862 , 19.1534 ,
S3417 , 185.1267 , 19.0825 ,
S3418 , 184.8338 , 18.7157 ,
S3419 , 184.7957 , 19.3459 ,
S3420 , 184.3406 , 19.3998 ,
S3421 , 184.0234 , 19.2036 ,
S3422 , 183.9253 , 19.1794 ,
S3423 , 183.6477 , 19.8037 ,
S3424 , 182.9635 , 19.9155 ,
S3425 , 182.9626 , 19.7877 ,
S3426 , 183.1105 , 21.0231 ,
S3427 , 184.0756 , 21.4173 ,
S3428 , 184.1701 , 20.9697 ,
S3429 , 183.8799 , 20.1482 ,
S3430 , 184.7068 , 20.0618 ,
S3431 , 184.8258 , 21.0393 ,
S3432 , 184.8413 , 21.0819 ,
S3433 , 184.9521 , 20.7083 ,
S3434 , 185.0348 , 20.6065 ,
S3435 , 184.9703 , 21.127 ,
S3436 , 185.1734 , 21.0698 ,
S3437 , 185.6094 , 20.7097 ,
S3438 , 179.6339 , 49.0595 ,
S3439 , 179.4015 , 49.6343 ,
S3440 , 178.0698 , 49.7088 ,
S3441 , 177.6454 , 49.2403 ,
S3442 , 176.8323 , 49.9337 ,
S3443 , 177.0978 , 48.8918 ,
S3444 , 177.2224 , 50.9414 ,
S3445 , 176.8993 , 50.8906 ,
S3446 , 176.9413 , 50.2336 ,
S3447 , 177.7192 , 49.9051 ,
S3448 , 178.327 , 51.0904 ,
S3449 , 125.8217 , 46.3737 ,
S3450 , 124.404 , 47.6234 ,
S3451 , 124.3399 , 47.6804 ,
S3452 , 125.6871 , 47.5864 ,
S3453 , 125.8938 , 47.8713 ,
S3454 , 126.0408 , 47.4093 ,
S3455 , 127.137 , 47.6504 ,
S3456 , 126.9916 , 48.6541 ,
S3457 , 130.4321 , 46.5137 ,
S3458 , 131.0914 , 46.7102 ,
S3459 , 130.9245 , 46.7588 ,
S3460 , 130.2335 , 46.9504 ,
S3461 , 128.085 , 46.6572 ,
S3462 , 128.8015 , 48.1971 ,
S3463 , 129.1759 , 48.6555 ,
S3464 , 129.0136 , 48.2968 ,
S3465 , 128.5477 , 47.6077 ,
S3466 , 130.834 , 47.6342 ,
S3467 , 131.0888 , 47.6813 ,
S3468 , 157.4799 , 53.5351 ,
S3469 , 156.8399 , 53.193 ,
S3470 , 156.3765 , 53.2428 ,
S3471 , 155.8321 , 52.9033 ,
S3472 , 156.6509 , 54.7168 ,
S3473 , 156.5782 , 54.0052 ,
S3474 , 157.5081 , 54.4316 ,
S3475 , 158.0673 , 54.1528 ,
S3476 , 159.1992 , 54.3871 ,
S3477 , 157.2651 , 55.5955 ,
S3478 , 156.9306 , 55.2737 ,
S3479 , 155.5382 , 55.2886 ,
S3480 , 155.0242 , 56.3025 ,
S3481 , 157.5486 , 56.9543 ,
S3482 , 158.7052 , 55.9105 ,
S3483 , 159.134 , 55.4988 ,
S3484 , 154.9893 , 18.3665 ,
S3485 , 154.0824 , 17.7015 ,
S3486 , 154.179 , 17.9381 ,
S3487 , 153.7394 , 17.6735 ,
S3488 , 154.2059 , 18.2814 ,
S3489 , 154.129 , 18.2456 ,
S3490 , 153.9366 , 18.3636 ,
S3491 , 153.3917 , 18.7142 ,
S3492 , 153.0615 , 18.3152 ,
S3493 , 153.1819 , 17.7157 ,
S3494 , 153.1431 , 17.8452 ,
S3495 , 153.0228 , 17.8905 ,
S3496 , 152.8062 , 18.1758 ,
S3497 , 152.7262 , 17.9537 ,
S3498 , 153.0622 , 19.6038 ,
S3499 , 153.4301 , 19.7638 ,
S3500 , 153.6131 , 19.5134 ,
S3501 , 153.2613 , 18.901 ,
S3502 , 153.6138 , 20.1351 ,
S3503 , 153.6754 , 19.4084 ,
S3504 , 153.834 , 19.1816 ,
S3505 , 154.1227 , 19.4433 ,
S3506 , 154.4906 , 18.922 ,
S3507 , 154.4565 , 19.4473 ,
S3508 , 154.6141 , 19.3313 ,
S3509 , 154.887 , 18.8993 ,
S3510 , 154.9735 , 19.1609 ,
S3511 , 153.5752 , 19.8236 ,
S3512 , 152.9794 , 20.0317 ,
S3513 , 152.5959 , 19.368 ,
S3514 , 152.4577 , 19.4494 ,
S3515 , 152.1112 , 19.9188 ,
S3516 , 151.4821 , 19.7084 ,
S3517 , 151.4577 , 19.8999 ,
S3518 , 151.8482 , 21.9819 ,
S3519 , 151.7547 , 21.6047 ,
S3520 , 152.2679 , 22.2292 ,
S3521 , 152.7387 , 21.012 ,
S3522 , 153.2107 , 21.0196 ,
S3523 , 153.3723 , 20.8734 ,
S3524 , 153.1486 , 21.7912 ,
S3525 , 153.3542 , 21.8413 ,
S3526 , 184.2317 , 28.8039 ,
S3527 , 183.5251 , 28.4005 ,
S3528 , 183.5279 , 28.8369 ,
S3529 , 182.8251 , 28.1353 ,
S3530 , 182.019 , 29.6798 ,
S3531 , 182.0276 , 29.2195 ,
S3532 , 182.1811 , 28.9332 ,
S3533 , 181.4712 , 29.145 ,
S3534 , 182.7701 , 29.9988 ,
S3535 , 183.2491 , 30.6396 ,
S3536 , 184.0881 , 29.8744 ,
S3537 , 181.5341 , 30.49 ,
S3538 , 181.7066 , 30.3638 ,
S3539 , 181.2121 , 30.4374 ,
S3540 , 180.3055 , 30.8624 ,
S3541 , 180.3854 , 30.3999 ,
S3542 , 179.4833 , 30.4882 ,
S3543 , 179.2768 , 30.5324 ,
S3544 , 179.4107 , 31.6403 ,
S3545 , 180.0554 , 31.9599 ,
S3546 , 180.4819 , 31.0615 ,
S3547 , 180.7664 , 30.9765 ,
S3548 , 181.3294 , 32.0241 ,
S3549 , 181.3841 , 31.8479 ,
S3550 , 127.4825 , 31.4516 ,
S3551 , 126.8346 , 31.8222 ,
S3552 , 126.2392 , 32.5582 ,
S3553 , 126.4035 , 32.3529 ,
S3554 , 127.7213 , 32.424 ,
S3555 , 127.4827 , 33.224 ,
S3556 , 128.0176 , 32.3237 ,
S3557 , 128.1333 , 32.3066 ,
S3558 , 128.6207 , 31.8684 ,
S3559 , 50.3392 , -0.814 ,
S3560 , 50.3774 , -0.2654 ,
S3561 , 49.8943 , -1.1114 ,
S3562 , 48.5941 , -0.0249 ,
S3563 , 48.6728 , 0.1304 ,
S3564 , 48.6957 , -0.5171 ,
S3565 , 48.4414 , -0.3799 ,
S3566 , 48.6457 , -1.2407 ,
S3567 , 48.1311 , 0.1504 ,
S3568 , 48.4322 , -1.1454 ,
S3569 , 48.3141 , 0.8472 ,
S3570 , 48.7654 , 1.1444 ,
S3571 , 48.8909 , 1.0779 ,
S3572 , 48.9274 , 1.0908 ,
S3573 , 49.0292 , 0.0818 ,
S3574 , 49.4334 , 0.6123 ,
S3575 , 49.3119 , 0.223 ,
S3576 , 49.5103 , 0.6101 ,
S3577 , 50.3642 , 0.1487 ,
S3578 , 50.2494 , 0.6819 ,
S3579 , 45.547 , -1.1466 ,
S3580 , 45.2395 , -0.8174 ,
S3581 , 45.0573 , -0.8016 ,
S3582 , 45.0544 , -0.7528 ,
S3583 , 44.2451 , -0.1319 ,
S3584 , 44.6209 , -1.1919 ,
S3585 , 43.9846 , -0.0851 ,
S3586 , 44.2529 , 0.9199 ,
S3587 , 44.3717 , 0.2994 ,
S3588 , 44.6472 , 0.0021 ,
S3589 , 45.3075 , 1.128 ,
S3590 , 45.9888 , -0.2365 ,
S3591 , 46.1714 , -0.1516 ,
S3592 , 47.2541 , -7.8941 ,
S3593 , 46.8349 , -8.5731 ,
S3594 , 46.7973 , -7.838 ,
S3595 , 46.6052 , -7.4795 ,
S3596 , 49.2798 , -7.9622 ,
S3597 , 49.541 , -7.7133 ,
S3598 , 48.1701 , -8.154 ,
S3599 , 48.8378 , -5.996 ,
S3600 , 48.8811 , -6.7126 ,
S3601 , 49.0167 , -6.6492 ,
S3602 , 50.5838 , -7.4141 ,
S3603 , 52.6842 , 17.0495 ,
S3604 , 52.343 , 17.1894 ,
S3605 , 51.9518 , 16.5198 ,
S3606 , 52.0915 , 17.0992 ,
S3607 , 51.1617 , 17.6201 ,
S3608 , 51.6676 , 16.5213 ,
S3609 , 51.3961 , 16.8346 ,
S3610 , 50.9202 , 17.2054 ,
S3611 , 51.0382 , 16.7406 ,
S3612 , 51.1784 , 16.7223 ,
S3613 , 51.1241 , 18.6188 ,
S3614 , 51.2312 , 18.3352 ,
S3615 , 51.1607 , 18.4907 ,
S3616 , 51.9826 , 18.1496 ,
S3617 , 52.8381 , 17.7759 ,
S3618 , 52.8835 , 18.2469 ,
S3619 , 52.9453 , 18.4252 ,
S3620 , 53.0827 , 17.8732 ,
S3621 , 126.0685 , 29.8513 ,
S3622 , 126.0911 , 30.3562 ,
S3623 , 126.0573 , 30.4234 ,
S3624 , 124.6793 , 30.5513 ,
S3625 , 123.4278 , 29.9291 ,
S3626 , 123.8996 , 31.6254 ,
S3627 , 130.6594 , 14.2369 ,
S3628 , 130.7655 , 14.3596 ,
S3629 , 130.2688 , 14.2237 ,
S3630 , 130.1208 , 14.2158 ,
S3631 , 130.178 , 14.9756 ,
S3632 , 129.6202 , 14.7392 ,
S3633 , 129.2413 , 15.9805 ,
S3634 , 128.8209 , 15.3424 ,
S3635 , 128.9194 , 15.8432 ,
S3636 , 128.9894 , 15.3869 ,
S3637 , 129.5466 , 15.9381 ,
S3638 , 129.0985 , 15.468 ,
S3639 , 129.6758 , 16.3822 ,
S3640 , 130.0013 , 16.1425 ,
S3641 , 130.0417 , 16.1607 ,
S3642 , 130.2987 , 15.603 ,
S3643 , 130.1412 , 15.1744 ,
S3644 , 130.5143 , 15.475 ,
S3645 , 130.7537 , 15.5218 ,
S3646 , 141.4512 , 13.773 ,
S3647 , 141.6512 , 14.053 ,
S3648 , 141.0204 , 14.4516 ,
S3649 , 140.5555 , 14.1405 ,
S3650 , 140.7417 , 14.5724 ,
S3651 , 140.0964 , 13.7181 ,
S3652 , 140.785 , 15.793 ,
S3653 , 140.5416 , 15.0028 ,
S3654 , 140.5069 , 14.9564 ,
S3655 , 141.2121 , 15.6452 ,
S3656 , 141.2025 , 15.8547 ,
S3657 , 141.4523 , 15.1082 ,
S3658 , 141.3025 , 15.3863 ,
S3659 , 141.6857 , 16.0336 ,
S3660 , 141.7759 , 15.5674 ,
S3661 , 142.0366 , 15.1835 ,
S3662 , 148.8501 , 44.0516 ,
S3663 , 149.1791 , 45.8744 ,
S3664 , 149.1134 , 45.7171 ,
S3665 , 149.8337 , 45.9997 ,
S3666 , 150.4983 , 45.3093 ,
S3667 , 150.2933 , 46.4733 ,
S3668 , 151.9299 , 44.8083 ,
S3669 , 151.3607 , 41.9364 ,
S3670 , 151.336 , 41.967 ,
S3671 , 150.3785 , 42.2291 ,
S3672 , 149.8073 , 41.2855 ,
S3673 , 149.6203 , 41.746 ,
S3674 , 149.2927 , 41.9684 ,
S3675 , 148.4632 , 43.3521 ,
S3676 , 148.7818 , 43.3069 ,
S3677 , 149.2776 , 43.5481 ,
S3678 , 149.4682 , 43.144 ,
S3679 , 150.2207 , 43.4337 ,
S3680 , 150.0003 , 43.8387 ,
S3681 , 151.7379 , 42.6036 ,
S3682 , 151.2152 , 43.8841 ,
S3683 , 128.1495 , 13.7607 ,
S3684 , 127.362 , 13.3764 ,
S3685 , 127.4997 , 12.9802 ,
S3686 , 127.4826 , 13.998 ,
S3687 , 128.4986 , 14.9714 ,
S3688 , 128.1875 , 14.9416 ,
S3689 , 129.259 , 13.5987 ,
S3690 , 129.4292 , 13.9169 ,
S3691 , 129.3863 , 13.7231 ,
S3692 , 144.2867 , 13.6456 ,
S3693 , 144.3494 , 14.1277 ,
S3694 , 144.176 , 14.57 ,
S3695 , 143.38 , 14.2782 ,
S3696 , 142.749 , 13.6055 ,
S3697 , 142.6424 , 15.7516 ,
S3698 , 143.3593 , 16.2679 ,
S3699 , 143.0384 , 14.9962 ,
S3700 , 143.8736 , 15.2277 ,
S3701 , 143.9275 , 16.109 ,
S3702 , 144.3297 , 14.698 ,
S3703 , 144.4561 , 15.0604 ,
S3704 , 110.6357 , 39.175 ,
S3705 , 109.4833 , 39.5522 ,
S3706 , 109.7358 , 40.7888 ,
S3707 , 110.5408 , 40.8356 ,
S3708 , 110.7775 , 39.8538 ,
S3709 , 111.3784 , 40.7514 ,
S3710 , 107.592 , 29.3016 ,
S3711 , 106.5316 , 29.186 ,
S3712 , 106.565 , 29.3622 ,
S3713 , 106.1067 , 29.6297 ,
S3714 , 105.791 , 29.7017 ,
S3715 , 105.3299 , 30.6907 ,
S3716 , 104.8548 , 30.4925 ,
S3717 , 105.5214 , 30.5377 ,
S3718 , 106.2527 , 30.7175 ,
S3719 , 105.9427 , 30.2784 ,
S3720 , 106.2987 , 29.8436 ,
S3721 , 104.9469 , 28.2212 ,
S3722 , 104.3207 , 28.2315 ,
S3723 , 103.9523 , 28.7182 ,
S3724 , 103.6203 , 28.6013 ,
S3725 , 104.6029 , 29.7179 ,
S3726 , 104.9561 , 29.1925 ,
S3727 , 104.8111 , 29.8313 ,
S3728 , 120.3742 , 65.8198 ,
S3729 , 120.3525 , 65.1998 ,
S3730 , 119.658 , 65.4693 ,
S3731 , 119.3601 , 65.262 ,
S3732 , 121.1072 , 66.7157 ,
S3733 , 120.3179 , 66.4401 ,
S3734 , 121.0598 , 67.1897 ,
S3735 , 121.24 , 66.5052 ,
S3736 , 75.4965 , -4.5772 ,
S3737 , 75.9936 , -3.9127 ,
S3738 , 74.7925 , -4.0437 ,
S3739 , 73.9206 , -3.1826 ,
S3740 , 41.0664 , 32.763 ,
S3741 , 42.7223 , 33.2091 ,
S3742 , 172.4406 , 58.5306 ,
S3743 , 173.6437 , 60.532 ,
S3744 , 142.6985 , 22.2497 ,
S3745 , 142.7238 , 21.6997 ,
S3746 , 142.2529 , 21.9527 ,
S3747 , 142.5521 , 22.7936 ,
S3748 , 141.736 , 21.6288 ,
S3749 , 141.1392 , 23.833 ,
S3750 , 141.1799 , 24.0827 ,
S3751 , 141.0238 , 23.6676 ,
S3752 , 142.019 , 23.3018 ,
S3753 , 143.2784 , 23.1919 ,
S3754 , 182.6958 , 12.8482 ,
S3755 , 182.8372 , 13.3827 ,
S3756 , 182.7473 , 13.3074 ,
S3757 , 182.4897 , 13.4993 ,
S3758 , 182.3464 , 13.5244 ,
S3759 , 182.1322 , 13.0169 ,
S3760 , 181.8545 , 13.5858 ,
S3761 , 181.7345 , 13.382 ,
S3762 , 181.5802 , 13.6178 ,
S3763 , 181.5798 , 13.5273 ,
S3764 , 180.9647 , 12.7653 ,
S3765 , 180.6817 , 13.0607 ,
S3766 , 180.6779 , 13.191 ,
S3767 , 180.5841 , 12.861 ,
S3768 , 180.5079 , 13.4547 ,
S3769 , 180.5762 , 13.0703 ,
S3770 , 181.0997 , 14.7899 ,
S3771 , 180.6243 , 14.2484 ,
S3772 , 180.746 , 14.0352 ,
S3773 , 180.5921 , 14.4095 ,
S3774 , 181.2687 , 14.6614 ,
S3775 , 181.1488 , 13.8168 ,
S3776 , 181.6104 , 14.9114 ,
S3777 , 181.8383 , 14.3731 ,
S3778 , 182.6558 , 14.4394 ,
S3779 , 182.6149 , 14.8511 ,
S3780 , 183.2285 , 13.8027 ,
S3781 , 183.0611 , 14.0908 ,
S3782 , 182.6364 , 10.7172 ,
S3783 , 182.5466 , 10.708 ,
S3784 , 182.8505 , 10.7809 ,
S3785 , 183.1197 , 10.92 ,
S3786 , 183.1547 , 10.8614 ,
S3787 , 181.7538 , 10.5046 ,
S3788 , 181.5851 , 10.6165 ,
S3789 , 181.7914 , 11.4034 ,
S3790 , 182.0239 , 10.942 ,
S3791 , 181.6522 , 11.249 ,
S3792 , 181.6132 , 11.1424 ,
S3793 , 181.668 , 11.2153 ,
S3794 , 181.6449 , 11.438 ,
S3795 , 181.1541 , 11.0513 ,
S3796 , 181.2744 , 11.1622 ,
S3797 , 181.5268 , 10.6333 ,
S3798 , 181.0923 , 11.5557 ,
S3799 , 181.0222 , 11.4094 ,
S3800 , 181.0703 , 10.6704 ,
S3801 , 180.6523 , 11.1639 ,
S3802 , 180.4999 , 11.163 ,
S3803 , 180.4934 , 11.8599 ,
S3804 , 180.7047 , 11.8318 ,
S3805 , 181.4147 , 11.8649 ,
S3806 , 181.9092 , 12.4417 ,
S3807 , 181.7853 , 12.1983 ,
S3808 , 181.6892 , 11.7049 ,
S3809 , 182.2072 , 12.7764 ,
S3810 , 182.0492 , 12.6455 ,
S3811 , 182.707 , 12.0336 ,
S3812 , 182.5896 , 11.4287 ,
S3813 , 182.5785 , 11.4067 ,
S3814 , 182.5459 , 12.5469 ,
S3815 , 182.4666 , 12.2899 ,
S3816 , 182.6344 , 12.4268 ,
S3817 , 174.0553 , 43.8377 ,
S3818 , 173.187 , 43.5442 ,
S3819 , 171.5415 , 44.5185 ,
S3820 , 171.6514 , 44.2869 ,
S3821 , 171.3797 , 44.02 ,
S3822 , 173.2906 , 45.8909 ,
S3823 , 174.1723 , 45.1248 ,
S3824 , 174.1495 , 45.2002 ,
S3825 , 171.9717 , 45.6314 ,
S3826 , 170.1067 , 45.2006 ,
S3827 , 170.3263 , 45.9643 ,
S3828 , 169.7708 , 45.8044 ,
S3829 , 169.4742 , 45.6847 ,
S3830 , 168.8482 , 47.2469 ,
S3831 , 168.6467 , 46.6413 ,
S3832 , 169.4414 , 46.9226 ,
S3833 , 170.2876 , 46.9147 ,
S3834 , 175.5274 , 25.2754 ,
S3835 , 175.7572 , 25.7684 ,
S3836 , 175.7741 , 25.8578 ,
S3837 , 175.5612 , 26.3135 ,
S3838 , 175.3622 , 26.4456 ,
S3839 , 175.0981 , 25.6643 ,
S3840 , 175.374 , 25.921 ,
S3841 , 174.5228 , 26.2353 ,
S3842 , 174.5618 , 25.3981 ,
S3843 , 174.6351 , 25.6663 ,
S3844 , 174.3848 , 26.1272 ,
S3845 , 174.097 , 26.4855 ,
S3846 , 174.3079 , 25.4561 ,
S3847 , 174.5634 , 27.8679 ,
S3848 , 174.0379 , 27.0656 ,
S3849 , 174.7139 , 26.9589 ,
S3850 , 174.6124 , 26.8693 ,
S3851 , 175.2712 , 27.8764 ,
S3852 , 175.0825 , 27.5329 ,
S3853 , 174.9776 , 27.4951 ,
S3854 , 175.7166 , 27.0853 ,
S3855 , 175.7464 , 27.1764 ,
S3856 , 173.4124 , 26.9226 ,
S3857 , 173.4851 , 27.5117 ,
S3858 , 172.4635 , 27.2478 ,
S3859 , 172.573 , 27.0446 ,
S3860 , 171.8403 , 27.9257 ,
S3861 , 172.071 , 28.9827 ,
S3862 , 171.8337 , 28.1822 ,
S3863 , 172.0079 , 28.2359 ,
S3864 , 173.3324 , 29.0683 ,
S3865 , 173.1323 , 28.6611 ,
S3866 , 173.8202 , 28.9888 ,
S3867 , 173.6591 , 29.1529 ,
S3868 , 173.9795 , 28.8602 ,
S3869 , 144.7741 , 36.4028 ,
S3870 , 145.0301 , 35.5159 ,
S3871 , 144.6671 , 36.12 ,
S3872 , 144.5619 , 36.4651 ,
S3873 , 144.3444 , 35.9687 ,
S3874 , 144.9653 , 37.1876 ,
S3875 , 145.197 , 37.3518 ,
S3876 , 146.1285 , 36.9314 ,
S3877 , 146.4794 , 37.4379 ,
S3878 , 147.1727 , 37.1321 ,
S3879 , 147.3997 , 36.551 ,
S3880 , 144.7037 , 38.2481 ,
S3881 , 142.9169 , 38.4147 ,
S3882 , 144.8164 , 39.3783 ,
S3883 , 145.437 , 40.0359 ,
S3884 , 114.1883 , 42.6969 ,
S3885 , 113.6751 , 43.2307 ,
S3886 , 113.8211 , 42.6307 ,
S3887 , 114.3434 , 44.306 ,
S3888 , 115.8351 , 43.806 ,
S3889 , 115.4414 , 44.5952 ,
S3890 , 116.2281 , 44.1201 ,
S3891 , 116.7874 , 44.1197 ,
S3892 , 116.5476 , 44.1104 ,
S3893 , 123.332 , 17.6932 ,
S3894 , 122.6891 , 18.3486 ,
S3895 , 122.1243 , 17.9321 ,
S3896 , 122.2884 , 18.0238 ,
S3897 , 121.6179 , 19.9757 ,
S3898 , 121.7839 , 19.8422 ,
S3899 , 121.9345 , 19.1973 ,
S3900 , 122.0703 , 18.9145 ,
S3901 , 122.2902 , 19.5504 ,
S3902 , 122.7526 , 20.1918 ,
S3903 , 122.8448 , 19.8705 ,
S3904 , 122.4548 , 19.547 ,
S3905 , 123.312 , 18.9969 ,
S3906 , 123.47 , 18.9682 ,
S3907 , 123.6161 , 19.5188 ,
S3908 , 118.9383 , 26.4783 ,
S3909 , 119.1826 , 26.7363 ,
S3910 , 118.8304 , 27.101 ,
S3911 , 117.4757 , 27.1242 ,
S3912 , 117.3634 , 27.4697 ,
S3913 , 117.1446 , 28.0211 ,
S3914 , 118.1472 , 28.246 ,
S3915 , 119.384 , 28.3344 ,
S3916 , 119.4298 , 28.6121 ,
S3917 , 119.4627 , 28.3282 ,
S3918 , 124.8192 , 32.7902 ,
S3919 , 124.3326 , 32.948 ,
S3920 , 124.7054 , 33.107 ,
S3921 , 124.8111 , 33.3055 ,
S3922 , 125.1061 , 33.0307 ,
S3923 , 125.6645 , 33.5224 ,
S3924 , 125.4579 , 33.3963 ,
S3925 , 127.2203 , 36.7357 ,
S3926 , 126.2273 , 35.9996 ,
S3927 , 125.7679 , 36.4983 ,
S3928 , 124.7457 , 37.3643 ,
S3929 , 126.7345 , 37.347 ,
S3930 , 127.8685 , 15.688 ,
S3931 , 126.7758 , 14.5837 ,
S3932 , 126.9028 , 14.9892 ,
S3933 , 126.4446 , 15.3608 ,
S3934 , 125.5121 , 15.6051 ,
S3935 , 125.9672 , 16.8214 ,
S3936 , 126.3666 , 16.812 ,
S3937 , 126.0246 , 16.4559 ,
S3938 , 127.2766 , 16.0567 ,
S3939 , 128.0216 , 15.9873 ,
S3940 , 127.782 , 16.5553 ,
S3941 , 50.2565 , 17.3015 ,
S3942 , 50.1328 , 17.0294 ,
S3943 , 49.7739 , 18.0002 ,
S3944 , 49.0923 , 18.0108 ,
S3945 , 49.3837 , 17.2637 ,
S3946 , 49.3047 , 17.2482 ,
S3947 , 48.4446 , 18.0808 ,
S3948 , 48.2889 , 17.6938 ,
S3949 , 48.58 , 17.424 ,
S3950 , 48.7963 , 19.1867 ,
S3951 , 49.2978 , 19.1343 ,
S3952 , 49.7801 , 19.3611 ,
S3953 , 49.7119 , 18.6892 ,
S3954 , 49.7137 , 18.9769 ,
S3955 , 49.9516 , 19.4515 ,
S3956 , 50.3491 , 18.6698 ,
S3957 , 50.3817 , 19.1528 ,
S3958 , 171.6625 , 8.9038 ,
S3959 , 171.3366 , 8.7984 ,
S3960 , 171.4522 , 8.8379 ,
S3961 , 171.2919 , 8.3808 ,
S3962 , 171.4467 , 8.9304 ,
S3963 , 171.4293 , 9.6094 ,
S3964 , 171.0429 , 9.0684 ,
S3965 , 170.4373 , 8.3544 ,
S3966 , 170.6313 , 9.0846 ,
S3967 , 170.6953 , 8.8903 ,
S3968 , 170.329 , 8.5113 ,
S3969 , 170.189 , 8.5414 ,
S3970 , 169.8035 , 10.096 ,
S3971 , 170.0742 , 10.4797 ,
S3972 , 170.8368 , 10.0191 ,
S3973 , 170.7912 , 10.0952 ,
S3974 , 171.0601 , 9.7166 ,
S3975 , 171.4202 , 9.9189 ,
S3976 , 171.2718 , 10.5247 ,
S3977 , 170.9588 , 11.1922 ,
S3978 , 171.4743 , 10.6778 ,
S3979 , 171.5561 , 10.8742 ,
S3980 , 171.7357 , 10.8791 ,
S3981 , 172.8248 , -1.9805 ,
S3982 , 173.1117 , -1.4561 ,
S3983 , 172.5804 , -1.7363 ,
S3984 , 172.6507 , -1.7208 ,
S3985 , 172.4546 , -1.7737 ,
S3986 , 172.3376 , -1.8499 ,
S3987 , 172.2365 , -2.2419 ,
S3988 , 172.6406 , -1.2994 ,
S3989 , 172.4394 , -1.3551 ,
S3990 , 172.3804 , -1.142 ,
S3991 , 171.9948 , -2.1546 ,
S3992 , 172.1044 , -1.5687 ,
S3993 , 172.1056 , -1.3426 ,
S3994 , 172.1293 , -1.1746 ,
S3995 , 172.1934 , -1.2396 ,
S3996 , 171.8566 , -2.123 ,
S3997 , 171.8535 , -2.0901 ,
S3998 , 171.3958 , -0.917 ,
S3999 , 170.741 , -0.6898 ,
S4000 , 171.1594 , 0.1891 ,
S4001 , 171.0508 , 0.0101 ,
S4002 , 171.2136 , 0.13 ,
S4003 , 170.9547 , -0.2173 ,
S4004 , 171.6218 , 0.2599 ,
S4005 , 171.5125 , 0.1686 ,
S4006 , 171.1906 , -0.6771 ,
S4007 , 171.9404 , 0.2682 ,
S4008 , 171.9091 , 0.0829 ,
S4009 , 171.8334 , -0.2358 ,
S4010 , 171.7303 , -0.0078 ,
S4011 , 171.6024 , -0.7343 ,
S4012 , 172.2293 , -0.1055 ,
S4013 , 172.1617 , -0.0992 ,
S4014 , 172.0303 , -0.3686 ,
S4015 , 172.1151 , -0.3756 ,
S4016 , 172.6458 , -0.7453 ,
S4017 , 172.5311 , -0.0201 ,
S4018 , 172.6173 , -0.3126 ,
S4019 , 195.982 , 8.7563 ,
S4020 , 196.1156 , 8.8685 ,
S4021 , 196.1682 , 8.6937 ,
S4022 , 196.3264 , 9.3307 ,
S4023 , 195.901 , 8.7642 ,
S4024 , 195.6524 , 8.6439 ,
S4025 , 196.088 , 9.6355 ,
S4026 , 195.2592 , 8.3836 ,
S4027 , 195.2445 , 9.2018 ,
S4028 , 195.3902 , 9.5585 ,
S4029 , 194.9909 , 9.2369 ,
S4030 , 195.0055 , 9.2442 ,
S4031 , 194.9306 , 9.2075 ,
S4032 , 194.5304 , 9.5939 ,
S4033 , 194.5981 , 8.5605 ,
S4034 , 194.1352 , 9.2323 ,
S4035 , 194.2088 , 10.0844 ,
S4036 , 194.2222 , 8.8919 ,
S4037 , 193.912 , 10.0212 ,
S4038 , 194.4482 , 11.038 ,
S4039 , 193.9712 , 10.3696 ,
S4040 , 194.902 , 10.6034 ,
S4041 , 194.7027 , 10.6482 ,
S4042 , 194.8567 , 10.6061 ,
S4043 , 194.5369 , 10.5258 ,
S4044 , 194.5621 , 10.3162 ,
S4045 , 195.1017 , 11.0005 ,
S4046 , 195.4631 , 11.139 ,
S4047 , 195.4064 , 10.608 ,
S4048 , 195.078 , 10.4459 ,
S4049 , 195.4845 , 9.9836 ,
S4050 , 195.4749 , 10.2443 ,
S4051 , 195.8517 , 9.9919 ,
S4052 , 195.7871 , 10.7978 ,
S4053 , 196.0216 , 10.3394 ,
S4054 , 196.251 , 9.6612 ,
S4055 , 196.0436 , 10.9121 ,
S4056 , 196.1324 , 10.7864 ,
S4057 , 196.2562 , 10.1845 ,
S4058 , 196.5371 , 9.6261 ,
S4059 , 196.4677 , 9.6795 ,
S4060 , 196.3605 , 10.6809 ,
S4061 , 196.2449 , 10.6803 ,
S4062 , 196.7742 , 10.1157 ,
S4063 , 198.0221 , 19.3015 ,
S4064 , 197.4554 , 18.7741 ,
S4065 , 197.7183 , 18.9443 ,
S4066 , 197.0823 , 18.4543 ,
S4067 , 196.7553 , 18.7938 ,
S4068 , 196.8247 , 18.8103 ,
S4069 , 197.0121 , 19.5828 ,
S4070 , 195.9019 , 19.0756 ,
S4071 , 195.7593 , 18.9376 ,
S4072 , 196.2279 , 20.9296 ,
S4073 , 195.9725 , 20.7544 ,
S4074 , 196.5233 , 20.6045 ,
S4075 , 196.844 , 20.8136 ,
S4076 , 196.3011 , 20.1834 ,
S4077 , 196.9614 , 20.5305 ,
S4078 , 196.771 , 19.9522 ,
