name, ra,  dec,
S2081 , 171.5983 , -7.3589 , 12.79 ,
S2082 , 172.2699 , -7.254 , 24.53 ,
S2083 , 172.6331 , -7.4038 , 34.88 ,
S2084 , 172.7593 , -6.4892 , 24.94 ,
S2085 , 172.5532 , -6.1455 , 19.61 ,
S2086 , 172.6837 , -7.0838 , 14.53 ,
S2087 , 172.6759 , -7.263 , 14.45 ,
S2088 , 172.668 , -7.18 , 34.58 ,
S2089 , 174.7236 , -0.7395 , 17.3 ,
S2090 , 174.6346 , -1.132 , 23.63 ,
S2091 , 173.8209 , -0.4375 , 22.74 ,
S2092 , 173.5265 , -0.5942 , 61.42 ,
S2093 , 173.4734 , -0.0765 , 18.99 ,
S2094 , 173.659 , -1.1324 , 11.93 ,
S2095 , 173.4068 , -0.5898 , 22.28 ,
S2096 , 173.3905 , -1.2073 , 19.05 ,
S2097 , 173.0399 , 0.9674 , 18.68 ,
S2098 , 173.1233 , 0.673 , 49.25 ,
S2099 , 172.6924 , 0.3538 , 14.31 ,
S2100 , 172.5683 , 0.1791 , 20.17 ,
S2101 , 172.7038 , 0.1332 , 15.88 ,
S2102 , 173.3503 , 1.183 , 17.5 ,
S2103 , 173.446 , 1.0642 , 15.9 ,
S2104 , 173.1977 , 0.2842 , 21.23 ,
S2105 , 174.3786 , 0.0367 , 21.93 ,
S2106 , 174.8211 , 0.4372 , 16.31 ,
S2107 , 174.7161 , 0.9292 , 31.58 ,
S2108 , 174.9828 , 0.601 , 32.19 ,
S2109 , 134.8564 , 2.7019 , 29.34 ,
S2110 , 134.1443 , 1.96 , 9.23 ,
S2111 , 134.7297 , 2.5841 , 5.5 ,
S2112 , 133.5633 , 2.0685 , 10.48 ,
S2113 , 133.446 , 2.6843 , 11.38 ,
S2114 , 133.5545 , 4.1207 , 10.56 ,
S2115 , 133.5444 , 3.1865 , 10.42 ,
S2116 , 134.0229 , 3.2106 , 7.95 ,
S2117 , 133.8555 , 3.3674 , 8.49 ,
S2118 , 134.3788 , 3.6493 , 8.86 ,
S2119 , 134.4628 , 3.1862 , 6.46 ,
S2120 , 134.3765 , 3.9148 , 18.7 ,
S2121 , 135.0267 , 3.9963 , 8.3 ,
S2122 , 145.392 , 29.6795 , 8.24 ,
S2123 , 144.8382 , 29.935 , 9.01 ,
S2124 , 143.6518 , 29.4058 , 12.25 ,
S2125 , 143.9679 , 29.4765 , 8.55 ,
S2126 , 143.3542 , 29.2106 , 9.52 ,
S2127 , 143.0927 , 30.9149 , 8.01 ,
S2128 , 144.3975 , 30.093 , 12.96 ,
S2129 , 144.6931 , 30.6467 , 13.19 ,
S2130 , 145.3581 , 30.3439 , 16.69 ,
S2131 , 116.5889 , 17.6037 , 8.88 ,
S2132 , 114.7005 , 18.4294 , 9.24 ,
S2133 , 116.0314 , 19.4232 , 7.6 ,
S2134 , 117.4234 , 22.2638 , 13.77 ,
S2135 , 116.4292 , 23.1941 , 7.08 ,
S2136 , 117.604 , 23.04 , 7.61 ,
S2137 , 181.9482 , -0.554 , 22.96 ,
S2138 , 181.3893 , -0.4007 , 11.75 ,
S2139 , 180.7013 , 0.3508 , 26.43 ,
S2140 , 181.5395 , 0.1543 , 12.34 ,
S2141 , 181.654 , -0.0376 , 11.91 ,
S2142 , 181.581 , 1.0608 , 6.96 ,
S2143 , 181.8494 , -0.0387 , 8.84 ,
S2144 , 183.2113 , 19.3492 , 18.94 ,
S2145 , 182.4649 , 19.4331 , 13.97 ,
S2146 , 181.8192 , 19.8304 , 7.59 ,
S2147 , 181.2161 , 19.3154 , 10.2 ,
S2148 , 180.9578 , 18.8762 , 9.3 ,
S2149 , 181.4283 , 20.5126 , 28.74 ,
S2150 , 181.6999 , 20.3813 , 9.71 ,
S2151 , 182.1708 , 49.0926 , 21.99 ,
S2152 , 180.3588 , 49.8322 , 10.97 ,
S2153 , 181.5208 , 50.4519 , 14.98 ,
S2154 , 182.1444 , 50.3167 , 7.13 ,
S2155 , 190.0964 , -0.9291 , 20.47 ,
S2156 , 190.1524 , -0.6012 , 16.95 ,
S2157 , 190.3462 , -0.4924 , 24.98 ,
S2158 , 189.3339 , -0.9123 , 15.55 ,
S2159 , 188.986 , -1.2283 , 11.04 ,
S2160 , 188.4474 , -0.4561 , 8.5 ,
S2161 , 188.1085 , 1.1303 , 6.55 ,
S2162 , 187.7307 , 0.5745 , 11.52 ,
S2163 , 187.968 , 0.0382 , 11.79 ,
S2164 , 188.5626 , 0.8522 , 15.07 ,
S2165 , 188.4396 , -0.0105 , 8.75 ,
S2166 , 188.6252 , 0.4198 , 10.98 ,
S2167 , 189.1629 , 0.3094 , 12.74 ,
S2168 , 189.8756 , 0.0874 , 6.62 ,
S2169 , 189.7853 , 0.6511 , 28.99 ,
S2170 , 191.9635 , -3.2584 , 8.8 ,
S2171 , 192.1021 , -3.0951 , 10.65 ,
S2172 , 192.1568 , -3.0356 , 11.1 ,
S2173 , 191.8212 , -2.6962 , 24.61 ,
S2174 , 189.9918 , -2.8602 , 11.48 ,
S2175 , 190.0263 , -3.2085 , 17.17 ,
S2176 , 189.8708 , -2.9162 , 25.5 ,
S2177 , 189.7696 , -2.2647 , 9.99 ,
S2178 , 190.4275 , -2.0492 , 12.45 ,
S2179 , 190.7667 , -2.012 , 13.51 ,
S2180 , 191.3793 , -2.131 , 11.44 ,
S2181 , 191.4385 , -2.0054 , 14.41 ,
S2182 , 191.5295 , -2.4142 , 13.83 ,
S2183 , 191.9862 , -2.3175 , 16.49 ,
S2184 , 191.9878 , -1.5095 , 22.29 ,
S2185 , 194.1785 , 49.1624 , 11.88 ,
S2186 , 192.6084 , 48.7895 , 18.33 ,
S2187 , 191.2938 , 49.7915 , 12.37 ,
S2188 , 192.4905 , 50.5026 , 9.99 ,
S2189 , 193.6823 , 50.5244 , 8.21 ,
S2190 , 194.378 , 50.1842 , 9.81 ,
S2191 , 194.5842 , 19.0583 , 17.13 ,
S2192 , 193.8634 , 19.6032 , 12.06 ,
S2193 , 193.4807 , 19.2005 , 15.86 ,
S2194 , 193.6589 , 18.8032 , 10.51 ,
S2195 , 194.9789 , 19.867 , 18.11 ,
S2196 , 195.0734 , 20.6173 , 24.2 ,
S2197 , 199.0341 , 39.1318 , 19.73 ,
S2198 , 197.3404 , 38.8418 , 9.26 ,
S2199 , 196.5462 , 38.5411 , 11.13 ,
S2200 , 196.3562 , 38.8229 , 11.14 ,
S2201 , 196.6555 , 40.2281 , 12.71 ,
S2202 , 197.9746 , 39.7755 , 11.85 ,
S2203 , 199.585 , 39.5623 , 29.49 ,
S2204 , 198.0586 , -0.4478 , 22.7 ,
S2205 , 197.6551 , -0.2123 , 9.77 ,
S2206 , 197.397 , -0.2625 , 8.06 ,
S2207 , 196.7083 , -0.5467 , 14.66 ,
S2208 , 197.6613 , 1.1529 , 12.57 ,
S2209 , 198.5113 , 0.8887 , 13.97 ,
S2210 , 230.5495 , 6.932 , 9.36 ,
S2211 , 229.866 , 6.752 , 8.32 ,
S2212 , 228.9595 , 6.7687 , 10.62 ,
S2213 , 228.5146 , 6.9481 , 13.44 ,
S2214 , 228.604 , 6.7042 , 10.85 ,
S2215 , 228.5817 , 7.9975 , 16.32 ,
S2216 , 228.5116 , 8.2846 , 11.42 ,
S2217 , 228.3148 , 8.1035 , 21.96 ,
S2218 , 228.4847 , 8.2546 , 12.81 ,
S2219 , 229.4318 , 8.3997 , 7.86 ,
S2220 , 229.9642 , 8.2726 , 13.18 ,
S2221 , 229.7741 , 8.3388 , 11.7 ,
S2222 , 229.7026 , 8.3719 , 16.42 ,
S2223 , 206.4335 , 9.2668 , 12.82 ,
S2224 , 204.8036 , 8.6166 , 21.0 ,
S2225 , 204.0632 , 9.7574 , 12.73 ,
S2226 , 204.5095 , 10.2507 , 25.23 ,
S2227 , 206.3314 , 9.8736 , 9.73 ,
S2228 , 206.4154 , 28.0934 , 8.78 ,
S2229 , 205.9603 , 28.0107 , 17.38 ,
S2230 , 205.7866 , 28.2094 , 10.7 ,
S2231 , 205.6097 , 28.0887 , 7.89 ,
S2232 , 205.3702 , 28.0813 , 9.57 ,
S2233 , 205.3356 , 28.1971 , 5.75 ,
S2234 , 205.3429 , 28.2524 , 9.97 ,
S2235 , 205.4611 , 28.4981 , 8.25 ,
S2236 , 205.4564 , 28.525 , 9.1 ,
S2237 , 205.731 , 28.385 , 11.26 ,
S2238 , 205.6938 , 28.5352 , 9.51 ,
S2239 , 205.7419 , 28.4285 , 11.56 ,
S2240 , 207.1275 , 28.9624 , 10.43 ,
S2241 , 207.6494 , 29.138 , 14.49 ,
S2242 , 207.9803 , 18.4907 , 13.44 ,
S2243 , 207.6888 , 18.1967 , 17.03 ,
S2244 , 205.8099 , 18.4025 , 14.33 ,
S2245 , 206.2886 , 18.5517 , 12.69 ,
S2246 , 207.0207 , 19.2079 , 10.3 ,
S2247 , 207.3409 , 19.6107 , 11.79 ,
S2248 , 213.7856 , 36.0061 , 18.95 ,
S2249 , 212.5723 , 35.6515 , 10.57 ,
S2250 , 212.6846 , 35.7604 , 5.92 ,
S2251 , 212.4498 , 37.721 , 10.2 ,
S2252 , 212.7135 , 37.8891 , 10.04 ,
S2253 , 213.2141 , 36.7623 , 12.48 ,
S2254 , 213.1008 , 37.3993 , 15.4 ,
S2255 , 213.7023 , 37.1312 , 12.15 ,
S2256 , 217.4269 , 45.1782 , 12.05 ,
S2257 , 216.9752 , 44.8449 , 9.53 ,
S2258 , 216.4549 , 44.8059 , 8.04 ,
S2259 , 215.4202 , 45.3715 , 10.68 ,
S2260 , 216.4032 , 46.4414 , 15.1 ,
S2261 , 216.7354 , 45.245 , 8.59 ,
S2262 , 217.7914 , 7.1895 , 14.71 ,
S2263 , 217.1671 , 8.3495 , 10.38 ,
S2264 , 216.7452 , 8.3066 , 9.08 ,
S2265 , 216.5119 , 7.8574 , 18.6 ,
S2266 , 216.8281 , 8.8739 , 38.88 ,
S2267 , 218.5769 , 8.975 , 9.76 ,
S2268 , 221.9804 , -1.1852 , 6.92 ,
S2269 , 222.0607 , -0.6369 , 10.44 ,
S2270 , 222.0961 , -1.0903 , 8.0 ,
S2271 , 221.8864 , -0.3031 , 8.37 ,
S2272 , 221.337 , -0.394 , 6.89 ,
S2273 , 220.9211 , -0.9197 , 10.7 ,
S2274 , 221.4632 , 1.0867 , 14.35 ,
S2275 , 222.1591 , 1.2458 , 27.48 ,
S2276 , 223.1466 , 0.2946 , 12.97 ,
S2277 , 227.672 , 31.3451 , 18.97 ,
S2278 , 227.7551 , 31.3913 , 8.9 ,
S2279 , 227.1012 , 30.8923 , 10.02 ,
S2280 , 226.6849 , 31.8022 , 12.5 ,
S2281 , 225.798 , 32.0819 , 8.73 ,
S2282 , 225.4811 , 31.5431 , 16.78 ,
S2283 , 225.6257 , 31.3182 , 6.15 ,
S2284 , 226.0523 , 33.4479 , 10.59 ,
S2285 , 225.9881 , 33.0368 , 18.79 ,
S2286 , 226.396 , 33.5013 , 15.52 ,
S2287 , 226.6824 , 33.0138 , 7.7 ,
S2288 , 227.1574 , 33.2025 , 7.12 ,
S2289 , 232.5998 , 38.3338 , 6.19 ,
S2290 , 232.7789 , 38.8345 , 14.77 ,
S2291 , 231.6186 , 38.0395 , 19.11 ,
S2292 , 231.6314 , 39.1778 , 13.04 ,
S2293 , 231.3323 , 38.3761 , 10.86 ,
S2294 , 230.4171 , 40.6759 , 13.08 ,
S2295 , 231.8396 , 39.9117 , 9.41 ,
S2296 , 231.594 , 40.5175 , 5.82 ,
S2297 , 135.315 , 2.805 , 23.7 ,
S2298 , 134.4916 , 2.6497 , 39.55 ,
S2299 , 134.6646 , 2.9885 , 19.7 ,
S2300 , 134.0764 , 2.7578 , 21.54 ,
S2301 , 133.7768 , 2.9213 , 19.86 ,
S2302 , 133.7181 , 2.37 , 64.94 ,
S2303 , 132.7491 , 2.647 , 19.89 ,
S2304 , 132.5639 , 3.4721 , 30.87 ,
S2305 , 134.0786 , 4.2955 , 62.19 ,
S2306 , 134.2034 , 3.9937 , 17.59 ,
S2307 , 134.2342 , 3.7362 , 40.63 ,
S2308 , 134.7228 , 3.5926 , 27.17 ,
S2309 , 135.3918 , 3.4414 , 36.42 ,
S2310 , 135.2488 , 3.432 , 27.62 ,
S2311 , 135.2564 , 3.4884 , 29.76 ,
S2312 , 144.8494 , 29.6286 , 22.96 ,
S2313 , 143.6906 , 28.7066 , 42.0 ,
S2314 , 143.6076 , 29.6316 , 26.6 ,
S2315 , 143.2549 , 29.451 , 41.08 ,
S2316 , 143.007 , 29.5517 , 13.04 ,
S2317 , 142.6522 , 30.5621 , 16.26 ,
S2318 , 143.303 , 30.2703 , 23.47 ,
S2319 , 144.737 , 30.9565 , 35.1 ,
S2320 , 116.8474 , 17.5093 , 22.87 ,
S2321 , 115.4391 , 17.3442 , 15.64 ,
S2322 , 115.113 , 17.1544 , 90.05 ,
S2323 , 115.0099 , 18.9574 , 14.13 ,
S2324 , 116.1091 , 19.6053 , 22.72 ,
S2325 , 116.8748 , 18.5942 , 22.45 ,
S2326 , 116.6892 , 19.5833 , 25.55 ,
S2327 , 119.158 , 22.7609 , 99.7 ,
S2328 , 118.1213 , 22.6038 , 20.94 ,
S2329 , 117.3591 , 22.7953 , 41.56 ,
S2330 , 116.5784 , 22.7101 , 105.67 ,
S2331 , 117.9286 , 23.4528 , 19.6 ,
S2332 , 118.3499 , 23.5371 , 15.26 ,
S2333 , 118.8522 , 23.468 , 17.52 ,
S2334 , 182.22 , -0.6046 , 37.83 ,
S2335 , 182.2684 , -0.215 , 34.11 ,
S2336 , 180.7026 , -0.3318 , 15.62 ,
S2337 , 180.3431 , -0.1221 , 34.81 ,
S2338 , 180.641 , -0.8499 , 21.67 ,
S2339 , 180.4312 , -0.6699 , 14.0 ,
S2340 , 179.9845 , -0.3498 , 21.67 ,
S2341 , 180.6467 , 1.1103 , 18.0 ,
S2342 , 180.8518 , 0.6876 , 18.8 ,
S2343 , 181.3079 , 0.7833 , 31.2 ,
S2344 , 183.1707 , 19.2811 , 23.18 ,
S2345 , 182.9232 , 19.6354 , 17.35 ,
S2346 , 182.5422 , 18.8955 , 18.42 ,
S2347 , 182.4112 , 19.1068 , 35.87 ,
S2348 , 182.3626 , 19.1511 , 20.59 ,
S2349 , 182.1541 , 18.8312 , 34.46 ,
S2350 , 182.3585 , 19.7071 , 46.85 ,
S2351 , 182.4295 , 19.5215 , 34.62 ,
S2352 , 181.9219 , 19.152 , 25.23 ,
S2353 , 181.4405 , 19.6671 , 26.71 ,
S2354 , 181.4712 , 19.0586 , 23.76 ,
S2355 , 181.3627 , 19.8864 , 59.64 ,
S2356 , 180.9385 , 19.4363 , 32.03 ,
S2357 , 180.6539 , 19.1826 , 11.23 ,
S2358 , 180.6469 , 19.0947 , 19.72 ,
S2359 , 180.3573 , 19.5072 , 17.41 ,
S2360 , 180.307 , 19.9482 , 32.59 ,
S2361 , 180.6462 , 20.1896 , 55.22 ,
S2362 , 181.1044 , 20.5023 , 26.51 ,
S2363 , 181.0028 , 20.2735 , 26.0 ,
S2364 , 181.0694 , 20.2214 , 31.75 ,
S2365 , 181.6286 , 20.0313 , 37.16 ,
S2366 , 182.2751 , 20.4334 , 34.94 ,
S2367 , 183.9673 , 49.7271 , 22.93 ,
S2368 , 182.0177 , 49.5643 , 27.55 ,
S2369 , 179.9744 , 49.4421 , 17.38 ,
S2370 , 180.9365 , 50.5387 , 28.29 ,
S2371 , 182.9351 , 50.1083 , 44.0 ,
S2372 , 182.8464 , 50.0128 , 12.36 ,
S2373 , 189.8739 , -0.7061 , 32.82 ,
S2374 , 189.4863 , -1.2196 , 21.12 ,
S2375 , 188.9631 , -1.052 , 29.99 ,
S2376 , 189.0065 , -0.0454 , 41.46 ,
S2377 , 188.642 , -0.3866 , 26.49 ,
S2378 , 188.4896 , -0.5893 , 34.68 ,
S2379 , 188.5389 , -0.9609 , 23.82 ,
S2380 , 188.6886 , -0.8216 , 27.64 ,
S2381 , 188.2944 , -0.3713 , 11.56 ,
S2382 , 188.4929 , -0.9031 , 18.47 ,
S2383 , 188.0717 , -0.6019 , 16.11 ,
S2384 , 187.8097 , -0.6503 , 39.06 ,
S2385 , 188.0871 , 0.9582 , 40.72 ,
S2386 , 189.2205 , 1.0464 , 36.72 ,
S2387 , 189.9534 , 0.4034 , 26.42 ,
S2388 , 191.5076 , -3.5387 , 62.23 ,
S2389 , 191.5733 , -3.7032 , 27.93 ,
S2390 , 190.7763 , -2.7271 , 15.59 ,
S2391 , 190.0858 , -2.9557 , 20.5 ,
S2392 , 189.6555 , -2.8472 , 18.77 ,
S2393 , 189.8706 , -1.6489 , 45.39 ,
S2394 , 191.4495 , -1.5815 , 35.82 ,
S2395 , 191.5727 , -2.1334 , 44.38 ,
S2396 , 191.6104 , -1.5026 , 30.38 ,
S2397 , 192.1715 , -1.8626 , 21.84 ,
S2398 , 194.6554 , 49.4816 , 15.33 ,
S2399 , 193.5722 , 48.7927 , 20.74 ,
S2400 , 194.24 , 49.3275 , 15.8 ,
S2401 , 193.2908 , 48.5962 , 62.2 ,
S2402 , 193.3355 , 48.5049 , 24.92 ,
S2403 , 191.6681 , 49.5576 , 47.13 ,
S2404 , 191.2489 , 50.3602 , 38.02 ,
S2405 , 192.7633 , 50.3364 , 32.07 ,
S2406 , 192.9303 , 49.7171 , 20.87 ,
S2407 , 195.2999 , 18.9303 , 17.97 ,
S2408 , 195.02 , 19.2936 , 50.58 ,
S2409 , 193.8732 , 19.3732 , 44.5 ,
S2410 , 193.757 , 19.0476 , 16.96 ,
S2411 , 194.0644 , 18.855 , 51.64 ,
S2412 , 193.409 , 19.3246 , 64.92 ,
S2413 , 193.5172 , 19.0742 , 19.28 ,
S2414 , 193.9967 , 20.8549 , 35.85 ,
S2415 , 194.1405 , 20.199 , 66.75 ,
S2416 , 194.5885 , 20.6467 , 13.26 ,
S2417 , 194.3223 , 20.1711 , 13.09 ,
S2418 , 194.8976 , 20.1068 , 16.69 ,
S2419 , 194.7295 , 20.8407 , 39.44 ,
S2420 , 195.1129 , 20.6492 , 23.02 ,
S2421 , 195.5479 , 20.4143 , 37.0 ,
S2422 , 195.5422 , 19.899 , 15.82 ,
S2423 , 195.8394 , 19.9484 , 26.92 ,
S2424 , 198.8243 , 39.2422 , 37.69 ,
S2425 , 198.036 , 38.9725 , 45.01 ,
S2426 , 197.4733 , 38.1917 , 20.21 ,
S2427 , 196.3841 , 38.4841 , 47.89 ,
S2428 , 196.2909 , 38.8487 , 54.54 ,
S2429 , 196.5262 , 39.7416 , 18.32 ,
S2430 , 196.5339 , 39.7196 , 32.8 ,
S2431 , 198.065 , 39.5976 , 22.05 ,
S2432 , 197.6455 , 39.3328 , 22.41 ,
S2433 , 197.9984 , 39.8512 , 54.53 ,
S2434 , 199.3367 , -0.3323 , 40.55 ,
S2435 , 198.7345 , -0.459 , 22.97 ,
S2436 , 198.9205 , -0.3061 , 35.28 ,
S2437 , 197.7427 , -0.6597 , 16.05 ,
S2438 , 198.2183 , -0.4521 , 28.99 ,
S2439 , 197.6953 , -0.0671 , 21.52 ,
S2440 , 197.6663 , -1.1265 , 51.25 ,
S2441 , 197.2488 , -0.3932 , 16.83 ,
S2442 , 197.1226 , 0.9319 , 16.83 ,
S2443 , 196.7088 , 0.6045 , 36.42 ,
S2444 , 197.7574 , 0.8591 , 32.16 ,
S2445 , 197.8096 , 0.7064 , 53.38 ,
S2446 , 197.1269 , 0.4723 , 59.87 ,
S2447 , 197.2205 , 0.2213 , 56.0 ,
S2448 , 197.1859 , 0.2191 , 43.57 ,
S2449 , 198.0581 , 0.6141 , 20.38 ,
S2450 , 198.365 , 0.6485 , 35.86 ,
S2451 , 198.8206 , 0.1473 , 35.67 ,
S2452 , 198.8557 , 1.0186 , 49.12 ,
S2453 , 228.5515 , 8.1453 , 22.44 ,
S2454 , 228.8323 , 8.481 , 22.42 ,
S2455 , 228.6481 , 8.241 , 19.65 ,
S2456 , 229.2282 , 8.0856 , 23.59 ,
S2457 , 230.6733 , 7.5736 , 13.54 ,
S2458 , 206.3086 , 8.7284 , 37.26 ,
S2459 , 206.2926 , 9.1209 , 38.74 ,
S2460 , 205.819 , 8.7608 , 14.37 ,
S2461 , 205.7476 , 9.2224 , 58.25 ,
S2462 , 205.0716 , 8.9386 , 41.37 ,
S2463 , 205.0977 , 9.3142 , 35.63 ,
S2464 , 204.3348 , 9.119 , 35.36 ,
S2465 , 204.4023 , 8.6928 , 42.74 ,
S2466 , 204.3954 , 8.2435 , 37.75 ,
S2467 , 203.8555 , 9.4275 , 33.98 ,
S2468 , 204.3698 , 9.7106 , 41.22 ,
S2469 , 204.9512 , 10.2985 , 45.21 ,
S2470 , 205.1296 , 10.5464 , 19.03 ,
S2471 , 205.1808 , 9.9316 , 34.32 ,
S2472 , 205.3353 , 9.7182 , 34.85 ,
S2473 , 205.6183 , 9.6781 , 15.0 ,
S2474 , 208.0572 , 27.5583 , 44.99 ,
S2475 , 207.3034 , 27.0247 , 42.79 ,
S2476 , 206.7717 , 27.3582 , 18.16 ,
S2477 , 207.1251 , 27.4132 , 39.36 ,
S2478 , 206.3106 , 27.149 , 66.71 ,
S2479 , 206.4652 , 28.1684 , 17.27 ,
S2480 , 205.5332 , 28.1661 , 12.41 ,
S2481 , 205.9646 , 28.3934 , 26.65 ,
S2482 , 206.0292 , 28.4439 , 17.0 ,
S2483 , 206.771 , 28.5705 , 30.0 ,
S2484 , 207.578 , 29.1255 , 29.41 ,
S2485 , 207.826 , 29.1766 , 25.76 ,
S2486 , 207.8246 , 18.0772 , 39.2 ,
S2487 , 206.1158 , 18.4509 , 32.8 ,
S2488 , 206.1463 , 18.1315 , 25.44 ,
S2489 , 206.0267 , 18.5083 , 43.08 ,
S2490 , 206.394 , 19.1696 , 20.12 ,
S2491 , 207.1932 , 19.3818 , 18.55 ,
S2492 , 207.2903 , 19.2525 , 20.12 ,
S2493 , 207.6007 , 19.5981 , 33.99 ,
S2494 , 207.7852 , 18.8237 , 26.03 ,
S2495 , 207.8469 , 19.6273 , 30.43 ,
S2496 , 208.1744 , 19.6047 , 45.24 ,
S2497 , 212.7376 , 36.311 , 14.87 ,
S2498 , 211.4464 , 35.6302 , 16.2 ,
S2499 , 212.4304 , 37.9689 , 18.32 ,
S2500 , 212.737 , 37.7228 , 23.78 ,
S2501 , 213.752 , 37.3966 , 45.35 ,
S2502 , 218.638 , 44.9468 , 32.89 ,
S2503 , 217.5136 , 44.548 , 18.6 ,
S2504 , 216.8789 , 44.4525 , 31.35 ,
S2505 , 216.9653 , 44.0813 , 21.16 ,
S2506 , 216.1119 , 45.1489 , 42.88 ,
S2507 , 216.3623 , 44.7294 , 21.92 ,
S2508 , 215.9635 , 44.7955 , 29.34 ,
S2509 , 215.3572 , 45.4849 , 51.72 ,
S2510 , 215.997 , 45.896 , 19.6 ,
S2511 , 216.4027 , 45.8357 , 13.88 ,
S2512 , 216.6488 , 45.4097 , 27.14 ,
S2513 , 218.0298 , 8.2351 , 39.83 ,
S2514 , 217.6594 , 7.9759 , 38.23 ,
S2515 , 216.4517 , 9.2829 , 56.06 ,
S2516 , 216.6438 , 8.7714 , 14.14 ,
S2517 , 217.1886 , 9.4404 , 19.47 ,
S2518 , 218.0704 , 9.3046 , 17.68 ,
S2519 , 223.1964 , -0.6959 , 26.54 ,
S2520 , 222.8732 , -0.7914 , 49.11 ,
S2521 , 222.826 , -1.2 , 55.48 ,
S2522 , 223.411 , -0.3596 , 51.6 ,
S2523 , 222.585 , -1.0063 , 16.67 ,
S2524 , 222.8304 , 0.0639 , 60.1 ,
S2525 , 223.0652 , 0.0795 , 40.8 ,
S2526 , 222.3118 , -0.3607 , 45.97 ,
S2527 , 222.1324 , 0.0286 , 18.41 ,
S2528 , 222.3367 , -0.2178 , 20.75 ,
S2529 , 222.0535 , 0.0583 , 18.47 ,
S2530 , 221.6034 , -0.479 , 49.06 ,
S2531 , 221.7679 , -1.0827 , 44.77 ,
S2532 , 221.652 , -1.0667 , 22.62 ,
S2533 , 221.2146 , -0.3289 , 52.09 ,
S2534 , 221.265 , -1.0577 , 15.19 ,
S2535 , 221.5202 , -1.1634 , 60.74 ,
S2536 , 221.0069 , -0.5105 , 19.03 ,
S2537 , 220.8857 , -0.0844 , 61.49 ,
S2538 , 220.9497 , -0.8056 , 50.95 ,
S2539 , 220.8561 , -0.8786 , 64.14 ,
S2540 , 220.7229 , -0.4453 , 45.85 ,
S2541 , 220.6833 , 0.5984 , 45.38 ,
S2542 , 220.8291 , 0.5843 , 36.64 ,
S2543 , 221.4401 , 0.865 , 17.51 ,
S2544 , 220.8496 , 0.1139 , 61.74 ,
S2545 , 221.627 , 0.9895 , 17.75 ,
S2546 , 221.7659 , 0.2085 , 28.63 ,
S2547 , 227.5529 , 31.7445 , 34.38 ,
S2548 , 226.8811 , 31.2083 , 20.29 ,
S2549 , 225.3578 , 31.4801 , 26.89 ,
S2550 , 224.8789 , 32.7606 , 18.67 ,
S2551 , 224.875 , 32.8123 , 13.77 ,
S2552 , 225.682 , 33.461 , 14.34 ,
S2553 , 225.5598 , 32.763 , 15.57 ,
S2554 , 226.3112 , 32.4911 , 12.65 ,
S2555 , 227.2526 , 32.634 , 30.22 ,
S2556 , 231.3671 , 38.7527 , 19.64 ,
S2557 , 230.742 , 39.1511 , 33.81 ,
S2558 , 230.6722 , 39.7769 , 21.28 ,
S2559 , 107.8551 , 38.8054 , 12.5 ,
S2560 , 107.2182 , 38.7777 , 10.51 ,
S2561 , 105.7762 , 38.9245 , 6.64 ,
S2562 , 106.7994 , 39.898 , 10.07 ,
S2563 , 107.535 , 40.3267 , 13.62 ,
S2564 , 116.8833 , 64.9862 , 11.8 ,
S2565 , 117.7397 , 65.632 , 16.24 ,
S2566 , 114.5542 , 65.6324 , 22.95 ,
S2567 , 114.5633 , 67.1904 , 11.89 ,
S2568 , 113.7918 , 66.0521 , 11.7 ,
S2569 , 115.2674 , 67.1338 , 9.44 ,
S2570 , 119.5239 , 8.7239 , 11.54 ,
S2571 , 120.1465 , 9.1552 , 11.08 ,
S2572 , 119.7447 , 9.2786 , 11.7 ,
S2573 , 119.3208 , 9.0651 , 12.74 ,
S2574 , 118.4576 , 9.1318 , 10.3 ,
S2575 , 118.6596 , 9.546 , 13.9 ,
S2576 , 119.5107 , 10.7063 , 10.1 ,
S2577 , 112.4512 , 37.2301 , 6.54 ,
S2578 , 111.7672 , 36.4436 , 8.7 ,
S2579 , 111.8036 , 36.9587 , 9.23 ,
S2580 , 109.9155 , 37.7375 , 11.07 ,
S2581 , 70.9433 , -6.4737 , 40.42 ,
S2582 , 71.043 , -4.9809 , 30.35 ,
S2583 , 105.9185 , 40.3419 , 24.7 ,
S2584 , 106.1869 , 40.2805 , 15.28 ,
S2585 , 106.1464 , 40.3848 , 32.61 ,
S2586 , 106.6204 , 40.0483 , 18.64 ,
S2587 , 107.4435 , 39.9654 , 44.45 ,
S2588 , 117.095 , 65.7598 , 33.2 ,
S2589 , 113.3825 , 65.6647 , 17.61 ,
S2590 , 114.0403 , 66.88 , 52.18 ,
S2591 , 114.5592 , 65.9983 , 35.46 ,
S2592 , 118.958 , 66.5654 , 35.69 ,
S2593 , 118.7213 , 8.7569 , 34.87 ,
S2594 , 119.273 , 8.8746 , 18.1 ,
S2595 , 118.9863 , 8.8614 , 30.81 ,
S2596 , 118.6674 , 9.16 , 24.08 ,
S2597 , 118.033 , 10.5394 , 37.14 ,
S2598 , 118.6147 , 10.0293 , 41.73 ,
S2599 , 118.502 , 9.8628 , 12.62 ,
S2600 , 119.3316 , 9.5505 , 32.0 ,
S2601 , 112.3676 , 37.1932 , 25.15 ,
S2602 , 112.0994 , 37.4625 , 15.85 ,
